Pays;PNB (m€);résultat courant avant impôt;impôt courant;impôt différé;impôt sur bénéf ;Effectifs (ETP);Filiales CBCR;Filiales Périmètre en +;Total Filiales;Filiales;Activité;Mouvement de périmètre;Méthode
Luxembourg;;;;;;;;;;Hime Holding 3 SA;Corporate and Investment Banking;;
Luxembourg;;;;;;;;;;Plagefin SA (ex-Paribas Trust Luxembourg SA);Corporate and Investment Banking;Fusion absorption, transmission universelle du Patrimoine (sortie);
Luxembourg;;;;;;;;;;Royale Neuve 1 Sarl;Corporate and Investment Banking;;
Luxembourg;;;;;;;;;;Royale Neuve VI Sarl;Corporate and Investment Banking;Entités déconsolidées car devenues inférieures aux seuils définis par le Groupe;
Luxembourg;;;;;;;;;;BNP Paribas Investment Partners Luxembourg;Investment Partners;;
Luxembourg;;;;;;;;;;Fund Channel;Investment Partners;;
Luxembourg;;;;;;;;;;BNP Paribas Leasing Solutions;Leasing solutions;;
Luxembourg;;;;;;;;;;Compagnie financière Ottamane SA;Private Equity (BNP Paribas Capital);;
Luxembourg;;;;;;;;;;BNP Paribas Securities Services - BP2S (succ. Luxembourg;Securities Services;;
Luxembourg;;;;;;;;;;BNP Paribas Real Estate Advisory & Property Management Luxembourg SA;Services immobiliers;;
Luxembourg;;;;;;;;;;BNP Paribas Real Estate Investment Management Luxembourg SA;Services immobiliers;;
Luxembourg;;;;;;;;;;European Direct Property Management SA;Services immobiliers;entité déconsolidée car devenue inférieure aux seuils définis par le Groupe (sortie);
Luxembourg;;;;;;;;;;Pyrotex GB 1 SA;Services immobiliers;;
Luxembourg;;;;;;;;;;Pyrotex SARL;Services immobiliers;;
Luxembourg;;;;;;;;;;BNL International Investment SA;Sociétés de portefeuille et autres filiales;;
Luxembourg;;;;;;;;;;BNP Paribas SB Re;Sociétés de portefeuille et autres filiales;;
Luxembourg;;;;;;;;;;Le Sphynx Assurances Luxembourg SA;Sociétés de portefeuille et autres filiales;;
Luxembourg;;;;;;;;;;Plagefin - Placement, Gestion, Finance Holding SA;Sociétés de portefeuille et autres filiales;;
Malaisie;21 ;10 ;-3 ;0 ;-3 ;63 ;2 ;0 ;2 ;BNP Paribas Malaysia Berhad;Corporate and Investment Banking;;
Malaisie;;;;;;;;;;BNP Paribas SA (succ. Malaisie);Corporate and Investment Banking;;
Mali;14 ;4 ;-1 ;0 ;-1 ;102 ;1 ;0 ;1 ;Banque internationale du commerce et de l'industrie Mali;Europe Méditerranée;;
Maroc;303 ;68 ;-34 ;-2 ;-36 ;3630 ;8 ;0 ;8 ;Arval Maroc SA;Arval;;Entité contrôlée faisant l'objet d'une consolidation simplifiée par mise en équivalence en raison de leur caractère peu significatif
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie;Europe Méditerranée;;
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie Assurance;Europe Méditerranée;;
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie Crédit Conso;Europe Méditerranée;Fusion absorption, transmission universelle du patrimoine (sortie);
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie Gestion Asset Management (ex- Banque Marocaine du Commerce et de l'Industrie Gestion);Europe Méditerranée;;
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie Leasing;Europe Méditerranée;;
Maroc;;;;;;;;;;Banque Marocaine du commerce et de l'industrie Offshore;Europe Méditerranée;;
Maroc;;;;;;;;;;BNP Paribas Méditerranée Innovation & Technologies;Sociétés de portefeuille et autres filiales;;
Mexique;14 ;1 ;0 ;0 ;0 ;181 ;4 ;0 ;4 ;Cardif Mexico Seguros de Vida SA de CV;Assurance;;
Mexique;;;;;;;;;;Cardif Mexico Seguros Generales  SA de CV;Assurance;;
Mexique;;;;;;;;;;BNP Paribas Investment Partners Latam SA;Investment Partners;Relution (variation de taux);
Mexique;;;;;;;;;;BNP Paribas Personal Finance SA de CV;Personal Finance;;
Monaco;62 ;22 ;0 ;0 ;0 ;212 ;2 ;0 ;2 ;BNP Paribas SA (succ. Monaco);Banque de détail;;
Monaco;;;;;;;;;;BNP Paribas Wealth Management Monaco;Wealth Management ;;
Namibie;0 ;0 ;0 ;0 ;0 ;9 ;1 ;0 ;1 ;RCS Investment Holdings Namibia Proprietary Ltd;Personal Finance;Acquisition, prise de contrôle ou d'influence notable (entrée);
Norvège;32 ;2 ;-4 ;2 ;-2 ;100 ;7 ;0 ;7 ;Cardif Forsakring AB (succ. Norvège);Assurance;;
Norvège;;;;;;;;;;Cardif Livforsakring AB (succ. Norvège);Assurance;Franchissement d'un des seuils tels que définis par le Groupe (entrée);
Norvège;;;;;;;;;;BNP Paribas Fortis (succ. Norvège);Corporate and Investment Banking;;
Norvège;;;;;;;;;;BNP Paribas SA (succ. Norvège);Corporate and Investment Banking;;
Norvège;;;;;;;;;;Alfred Berg Asset Management AB (succ. Norvège);Investment Partners;;
Norvège;;;;;;;;;;Alfred Berg Kapitalforvaltning AS;Investment Partners;;
Norvège;;;;;;;;;;EkspresBank (succ. Norvège);Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Nouvelle-Zélande;5 ;1 ;0 ;0 ;0 ;36 ;1 ;0 ;1 ;BNP Paribas Fund Services Australasia  Pty Ltd (succ. Nouvelle-Zélande);Securities Services;;
Panama;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1 ;BNP Paribas SA (succ. Panama);Corporate and Investment Banking;;
Pays-Bas;371 ;139 ;-40 ;6 ;-34 ;967 ;37 ;0 ;37 ;Arval Benelux BV;Arval;;
Pays-Bas;;;;;;;;;;Arval BV;Arval;;
Pays-Bas;;;;;;;;;;BNP Paribas Cardif BV;Assurance;;
Pays-Bas;;;;;;;;;;BNP Paribas Cardif Levensverzekeringen NV;Assurance;;
Pays-Bas;;;;;;;;;;BNP Paribas Cardif Schadeverzekeringen NV;Assurance;;
Pays-Bas;;;;;;;;;;BNP Paribas Factor Deutschland BV;Banque de détail;;
Pays-Bas;;;;;;;;;;BNP Paribas Factoring Coverage Europe Holding NV;Banque de détail;;
Pays-Bas;;;;;;;;;;Alpha Murcia Holding BV;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;Astir BV;Corporate and Investment Banking;entité déconsolidée car devenue inférieure aux seuils définis par le groupe;
Pays-Bas;;;;;;;;;;BNP Paribas Arbitrage Issuance BV;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;BNP Paribas Bank NV;Corporate and Investment Banking;Entité déconsolidée car devenue inférieure aux seuils définis par le Groupe (sortie);
Pays-Bas;;;;;;;;;;BNP Paribas Fortis (succ. Pays-Bas) ;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;BNP Paribas Islamic Issuance BV;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;BNP Paribas SA (succ. Pays-Bas);Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;Boug BV;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;European Index Assets BV;Corporate and Investment Banking;Création d'entité (entrée);
Pays-Bas;;;;;;;;;;Leveraged Finance Europe Capital V BV;Corporate and Investment Banking;;
Pays-Bas;;;;;;;;;;Kronenburg Vastgoed BV;Europe Méditerranée;;
Pays-Bas;;;;;;;;;;Stichting Effecten BV;Europe Méditerranée;;
Pays-Bas;;;;;;;;;;The Economy Bank NV;Europe Méditerranée;;
Pays-Bas;;;;;;;;;;BNP Paribas Investment Partners Funds (Nederland) NV;Investment Partners;;
Pays-Bas;;;;;;;;;;BNP Paribas Investment Partners Netherlands NV;Investment Partners;;
Pays-Bas;;;;;;;;;;BNP Paribas Investment Partners NL Holding NV;Investment Partners;;
Pays-Bas;;;;;;;;;;TKB BNP Paribas Investment Partners Holding BV;Investment Partners;;
Pays-Bas;;;;;;;;;;Agrilease BV;Leasing solutions;entité déconsolidée car devenue inférieure aux seuils définis par le Groupe;
Pays-Bas;;;;;;;;;;BNP Paribas Leasing Solutions NV;Leasing solutions;;
Pays-Bas;;;;;;;;;;CNH Industrial Capital Europe BV (ex-CNH Capital Europe BV);Leasing solutions;;
Pays-Bas;;;;;;;;;;Fortis Vastgoedlease BV;Leasing solutions;changement de méthode de consolidation non lié à une variation de taux;
Pays-Bas;;;;;;;;;;Heffiq Heftruck Verhuur BV (ex-Barloworld Heftruck BV);Leasing solutions;entité déconsolidée car devenue inférieure aux seuils définis par le Groupe;
Pays-Bas;;;;;;;;;;BNP Paribas Personal Finance BV;Personal Finance;;
Pays-Bas;;;;;;;;;;Phedina Hypoteken 2010 BV;Personal Finance;;
Pays-Bas;;;;;;;;;;Phedina Hypoteken 2011-I BV;Personal Finance;;
Pays-Bas;;;;;;;;;;Phedina Hypoteken 2013- I BV;Personal Finance;;
Pays-Bas;;;;;;;;;;BNP Paribas Securities Services BP2S (succ. Pays-Bas);Securities Services;;
Pays-Bas;;;;;;;;;;Atisreal Netherlands BV;Services immobiliers;;
Pays-Bas;;;;;;;;;;BNP Paribas Real Estate Advisory Netherlands BV;Services immobiliers;;
Pays-Bas;;;;;;;;;;Bank Insinger de Beaufort NV;Wealth Management ;;
Pérou;;;;;;;1 ;0 ;1 ;Cardif de Peru SA Compania de Seguros;Assurance;entité contrôlée (100%) faisant l'objet d'une mise en équivalence par simplification en raison de son caractère peu significatif;
Philippines;1 ;0 ;0 ;0 ;0 ;12 ;1 ;0 ;1 ;BNP Paribas SA (succ. Philippines);Corporate and Investment Banking;;
Pologne;377 ;95 ;-25 ;-1 ;-26 ;9372 ;15 ;0 ;15 ;Arval Service Lease Polska Sp z.o.o;Arval;;
Pologne;;;;;;;;;;Cardif Assurances Risques Divers (succ. Pologne);Assurance;;
Pologne;;;;;;;;;;Pocztylion Arka powszechne Towarzystwo Emerytalne SA;Assurance;;
Pologne;;;;;;;;;;Cardif polska Towarzystwo Ubezpieczen na Zycie SA;Assurance;;
Pologne;;;;;;;;;;BNP Paribas SA (succ. Pologne);Corporate and Investment Banking;;
Pologne;;;;;;;;;;BGZ SA;Europe Méditerranée;entité déconsolidée car devenue inférieure aux seuils définis par le groupe;
Pologne;;;;;;;;;;BNP Paribas Bank Polska SA;Europe Méditerranée;Dilution (variation de taux);
Pologne;;;;;;;;;;Dominet SA;Europe Méditerranée;franchissement d'un des seuils tels que définis par le Groupe (entrée);
Pologne;;;;;;;;;;BNP Paribas Lease Group Polska Sp z.o.o;Leasing solutions;;
Pologne;;;;;;;;;;Claas Financial Services (succ. Pologne);Leasing solutions;;
Pologne;;;;;;;;;;CNH Industrial Capital Europe (succ. Pologne);Leasing solutions;Création d'entité;
Pologne;;;;;;;;;;Fortis Lease Polska Sp. z.o.o;Leasing solutions;entité déconsolidée car devenue inférieure aux seuiles définis par le Groupe;
Pologne;;;;;;;;;;Sygma banque (succ. Pologne);Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Pologne;;;;;;;;;;BNP Paribas Securities Services - BP2S (succ. Pologne);Securities Services;;
Pologne;;;;;;;;;;BNP Paribas Real Estate Advisory & Property Management Poland SP ZOO;Services immobiliers;;
Portugal;157 ;93 ;-30 ;1 ;-29 ;1586 ;9 ;0 ;9 ;Arval Service Lease Aluger operational Automoveis SA;Arval;;Entité contrôlée faisant l'objet d'une consolidation simplifiée par mise en équivalence en raison de leur caractère peu significatif
Portugal;;;;;;;;;;Cardif Assurance Vie (succ. Portugal);Assurance;;
Portugal;;;;;;;;;;Cardif Assurances Risques Divers (succ. Portugal);Assurance;;
Portugal;;;;;;;;;;BNP Paribas Factor Portugal;Banque de détail;;
Portugal;;;;;;;;;;BNP Paribas SA (succ. Portugal);Corporate and Investment Banking;;
Portugal;;;;;;;;;;BNP Paribas Lease Group BPLG (succ. Portugal);Leasing solutions;;
Portugal;;;;;;;;;;Fortis Lease Portugal;Leasing solutions;;
Portugal;;;;;;;;;;Banco BNP Paribas Personal Finance ;Personal Finance;;
Portugal;;;;;;;;;;BNP Paribas Security Services - B2PS (succ. Portugal);Securities Services;;
Qatar;15 ;3 ;0 ;0 ;0 ;37 ;1 ;0 ;1 ;BNP Paribas SA (succ. Qatar);Corporate and Investment Banking;;
République Tchèque;131 ;69 ;-14 ;-2 ;-16 ;610 ;5 ;0 ;5 ;Arval CZ SRO;Arval;;
République Tchèque;;;;;;;;;;BNP Paribas Cardif Pojistovna A.S;Assurance;;
République Tchèque;;;;;;;;;;BNP Paribas Fortis (succ. République Tchèque);Corporate and Investment Banking;;
République Tchèque;;;;;;;;;;Cetelem CR AS;Personal Finance;;
République Tchèque;;;;;;;;;;BNP Paribas Real-Estate Advisory & property Management Czech Republic SRO;Services immobiliers;;
Roumanie;50 ;12 ;-2 ;0 ;-2 ;814 ;9 ;0 ;9 ;Arval Service Lease Romania SRL;Arval;;Entité contrôlée faisant l'objet d'une consolidation simplifiée par mise en équivalence en raison de leur caractère peu significatif
Roumanie;;;;;;;;;;Cardif Assurance Vie (succ. Roumanie);Assurance;;
Roumanie;;;;;;;;;;Cardif Assurances Risques Divers (succ. Roumanie);Assurance;;
Roumanie;;;;;;;;;;BNP Paribas Fortis (succ. Roumanie);Corporate and Investment Banking;;
Roumanie;;;;;;;;;;Aprolis Finance (succ. Roumanie);Leasing solutions;changement de méthode de consolidation non lié à une variation de taux;
Roumanie;;;;;;;;;;BNP Paribas Lease Group IFN SA;Leasing solutions;;
Roumanie;;;;;;;;;;Fortis Lease Romania IFN SA;Leasing solutions;;
Roumanie;;;;;;;;;;Cetelem IFN;Personal Finance;;
Roumanie;;;;;;;;;;S.C BNP Paribas Real Estate Advisory SA;Services immobiliers;;
Royaume-Uni;2366 ;717 ;-59 ;-72 ;-131 ;6505 ;58 ;0 ;58 ;Arval Uk group Ltd;Arval;;
Royaume-Uni;;;;;;;;;;Arval Uk Ltd;Arval;;
Royaume-Uni;;;;;;;;;;BNP Paribas Fleet Holdings Ltd;Arval;;
Royaume-Uni;;;;;;;;;;BNP Paribas Cardif PSC Ltd;Assurance;;
Royaume-Uni;;;;;;;;;;Cardif Pinnacle Insurance Holdings PLC;Assurance;;
Royaume-Uni;;;;;;;;;;Cardif Pinnacle Insurance Management Services PLC;Assurance;;
Royaume-Uni;;;;;;;;;;CB (UK) Ltd. (Fonds C);Assurance;;
Royaume-Uni;;;;;;;;;;Financial Telemarketing Services Ltd;Assurance;Entités déconsolidées car devenues inférieures aux seuils définis par le Groupe;
Royaume-Uni;;;;;;;;;;Pinnacle Insurance PLC;Assurance;;
Royaume-Uni;;;;;;;;;;BNP Paribas Commercial Finance Ltd;Banque de détail;;
Royaume-Uni;;;;;;;;;;54 Lombard Street Investments Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Arbitrage (succ. Royaume-Uni);Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Commodity Futures Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Fortis (succ. Royaume-Uni);Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Investments n°1 Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Investments n°2 Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Net Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas SA (succ. Royaume-Uni);Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas UK Holdings Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas UK Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP PUK Holding Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;Harewood Financing Limited;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;Harewoods Holdings Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;Landspire Ltd;Corporate and Investment Banking;;
Royaume-Uni;;;;;;;;;;BNP Paribas Investment Partners UK Ltd;Investment Partners;;
Royaume-Uni;;;;;;;;;;Fischer Francis Trees & Watts UK Ltd;Investment Partners;;
Royaume-Uni;;;;;;;;;;FundQuest Advisor (succ. Royaume-Uni);Investment Partners;;
Royaume-Uni;;;;;;;;;;Fund Quest Uk Ltd;Investment Partners;entité déconsolidée car devenue inférieure aux seuils définis par le Groupe (sortie);
Royaume-Uni;;;;;;;;;;Albury Assets Rentals Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Artegy Ltd;Leasing solutions;changement de méthode de consolidation non lié à une variation de taux;
Royaume-Uni;;;;;;;;;;BNP Paribas Lease Group (Rentals) Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;BNP Paribas Lease Group PLC;Leasing solutions;;
Royaume-Uni;;;;;;;;;;BNP Paribas Leasing solutions Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Claas Financial Services Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;CNH Industrial Capital Europe Ltd (ex-CNH Capital Europe Ltd);Leasing solutions;;
Royaume-Uni;;;;;;;;;;Commercial vehicle Finance Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Fortis Lease UK Ltd;Leasing solutions;changement de méthode de consolidation non lié à une variation de taux;
Royaume-Uni;;;;;;;;;;Fortis Lease Uk Retail Ltd;Leasing solutions;changement de méthode de consolidation non lié à une variation de taux;
Royaume-Uni;;;;;;;;;;H.F.G.L Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Humberclyde Commercial investments Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Humberclyde Commercial Investments n°1 Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;JCB Finance Holdings Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Manitou Finance Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Same Deutz Fahr Finance Ltd;Leasing solutions;;
Royaume-Uni;;;;;;;;;;Cofinoga Funding Two L.P;Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;Creation Consumer Finance Ltd;Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;Creation Financial Services Ltd;Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;Creation Marketing Services Ltd;Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;Sygma Banque (succ. Royaume-Uni);Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;Sygma Funding Two Ltd;Personal Finance;Aquisition complémentaire (variation de taux) + D5;
Royaume-Uni;;;;;;;;;;BNP Paribas Securities Services BP2S (succ. Royaume-Uni);Securities Services;;
Royaume-Uni;;;;;;;;;;BNP Paribas Dealing Services (succ. Royaume-Uni);Securities Services;;
Royaume-Uni;;;;;;;;;;BNP Paribas Real Estate Advisory & Property Management UK Ltd;Services immobiliers;;
Royaume-Uni;;;;;;;;;;BNP Paribas Real Estate Facilities Management Ltd;Services immobiliers;;
Royaume-Uni;;;;;;;;;;BNP Paribas Real Estate Investment Management Ltd;Services immobiliers;;
Royaume-Uni;;;;;;;;;;BNP Paribas Real Estate Investment Management Uk Ltd;Services immobiliers;;
Royaume-Uni;;;;;;;;;;BNP Paribas Real Estate Property Developpement UK Ltd;Services immobiliers;;
Royaume-Uni;;;;;;;;;;Bank Insinger de Beaufort NV (succ. Royaume-Uni);Wealth Management ;;
Russie;108 ;46 ;-13 ;-5 ;-18 ;437 ;4 ;0 ;4 ;Arval 000 ;Arval;;
Russie;;;;;;;;;;Cardif Insurance Company LLC;Assurance;;
Russie;;;;;;;;;;BNP Paribas ZAO;Corporate and Investment Banking;;
Russie;;;;;;;;;;Cetelem Bank LLC;Personal Finance;;
Sénégal;48 ;13 ;-2 ;0 ;-2 ;440 ;1 ;0 ;1 ;Banque internationale du commerce et de l'industrie Sénégal;Europe Méditerranée;;
Serbie;46 ;11 ;-1 ;0 ;-1 ;869 ;2 ;0 ;2 ;TEB SH A;Europe Méditerranée;;
Serbie;;;;;;;;;;Findomestic banka AD;Personal Finance;;
Singapour;417 ;122 ;-19 ;0 ;-19 ;1861 ;7 ;0 ;7 ;ACG Capital Partners Singapore Pte. Ltd;Corporate and Investment Banking;;
Singapour;;;;;;;;;;BNP Paribas SA (succ. Singapour);Corporate and Investment Banking;;
Singapour;;;;;;;;;;BNP Paribas Securities (Singapore) Pte Ltd;Corporate and Investment Banking;;
Singapour;;;;;;;;;;BPP Holdings Pte Ltd;Corporate and Investment Banking;;
Singapour;;;;;;;;;;BNP Paribas Investments Partners Singapore Ltd;Investment Partners;;
Singapour;;;;;;;;;;BNP Paribas Securities Services - BP2S (succ. Singapour);Securities Services;;
Singapour;;;;;;;;;;BNP Paribas Wealth Management (succ. Singapour);Wealth Management ;;
Slovaquie;27 ;12 ;-3 ;0 ;-3 ;162 ;3 ;0 ;3 ;Arval Slovakia;Arval;;Entité contrôlée faisant l'objet d'une consolidation simplifiée par mise en équivalence en raison de leur caractère peu significatif
Slovaquie;;;;;;;;;;Poistovna Cardif  Slovakia AS;Assurance;;
Slovaquie;;;;;;;;;;Cetelem Slovensko AS;Personal Finance;;
Suède;24 ;1 ;0 ;0 ;0 ;154 ;7 ;0 ;7 ;Cardif Forsakring AB (succ. Suède);Assurance;;
Suède;;;;;;;;;;Cardif livforsakring AB (succ. Suède);Assurance;franchissement d'un des seuils tels que définis par le Groupe (entrée);
Suède;;;;;;;;;;Cardif Nordic AB;Assurance;;
Suède;;;;;;;;;;BNP Paribas Fortis (succ. Suède);Corporate and Investment Banking;;
Suède;;;;;;;;;;Alfred Berg Asset Management AB;Investment Partners;;
Suède;;;;;;;;;;Alfred Berg Fonder AB;Investment Partners;;
Suède;;;;;;;;;;Alfred Berg Kapitalförvaltning AB;Investment Partners;;
Suisse;411 ;-45 ;-49 ;247 ;198 ;1500 ;7 ;0 ;7 ;Arval Schweiz AG;Arval;;Entité contrôlée faisant l'objet d'une consolidation simplifiée par mise en équivalence en raison de leur caractère peu significatif
Suisse;;;;;;;;;;Cardif Assurance Vie (succ. Suisse);Assurance;;
Suisse;;;;;;;;;;Cardif Assurances Risques Divers (succ. Suisse);Assurance;;
Suisse;;;;;;;;;;BNP Paribas Suisse Sa (succ. Suisse);Banque;;
Suisse;;;;;;;;;;BNP Paribas Leasing Solutions immobilier Suisse;Leasing solutions;;
Suisse;;;;;;;;;;BNP Paribas Leasing Solutions Suisse SA;Leasing solutions;;
Suisse;;;;;;;;;;BNP Paribas Securities Services - BP2S (succ. Suisse);Securities Services;;
Taïwan;135 ;80 ;-6 ;-2 ;-8 ;441 ;5 ;0 ;5 ;BNP Paribas Cardif TCB Life Insurance Company Ltd;Assurance;;
Taïwan;;;;;;;;;;Cardif Assurance Vie (succ. Taïwan);Assurance;;
Taïwan;;;;;;;;;;Cardif Assurances Risques Divers (succ. Taïwan);Assurance;;
Taïwan;;;;;;;;;;BNP Paribas SA (succ. Taïwan);Corporate and Investment Banking;;
Taïwan;;;;;;;;;;BNP Paribas Securities (Taïwan) Co Ltd;Corporate and Investment Banking;;
Thaïlande;24 ;14 ;-3 ;0 ;-3 ;63 ;1 ;0 ;1 ;BNP Paribas SA (succ. Thaïlande);Corporate and Investment Banking;;
Tunisie;69 ;28 ;-7 ;-1 ;-8 ;1229 ;1 ;0 ;1 ;Union bancaire pour le commerce et l'industrie;Europe Méditerranée;;
Turquie;1159 ;372 ;-89 ;13 ;-76 ;10766 ;12 ;0 ;12 ;BNP Paribas Cardif Emeklilik Anonim Sirketi;Assurance;;
Turquie;;;;;;;;;;TEB Arval Arac Filo Kiralama AS;Arval;;
Turquie;;;;;;;;;;Cardif Hayat Sigorta Anonim Sirketi;Assurance;;
Turquie;;;;;;;;;;BNP Paribas Fortis Yatirimlar Holding AS;Europe Méditerranée;;
Turquie;;;;;;;;;;BNP Paribas Yatirimlar Holding Anonim Sirketi;Europe Méditerranée;;
Turquie;;;;;;;;;;TEB Faktoring AS;Europe Méditerranée;;
Turquie;;;;;;;;;;TEB Holding AS;Europe Méditerranée;;
Turquie;;;;;;;;;;TEB Portfoy Yonetimi AS;Europe Méditerranée;;
Turquie;;;;;;;;;;TEB Yatirim Menkul Degerler AS;Europe Méditerranée;;
Turquie;;;;;;;;;;Turk Ekonomi Bankasi AS;Europe Méditerranée;;
Turquie;;;;;;;;;;BNP Paribas Finansal Kiralama AS;Leasing solutions;Acquisition complémentaire (variation de taux);
Turquie;;;;;;;;;;TEB Tuketici Finansman AS;Personal Finance;;
Ukraine;120 ;-112 ;0 ;0 ;0 ;5900 ;2 ;0 ;2 ;JSC IC Axa Insurance;Europe Méditerranée;;
Ukraine;;;;;;;;;;UkrSibbank;Europe Méditerranée;;
Vietnam;22 ;18 ;-3 ;-1 ;-4 ;50 ;2 ;0 ;2 ;BNP Paribas SA (succ. Vietnam);Corporate and Investment Banking;;
Vietnam;;;;;;;;;;Orient Commercial Bank;Europe Méditerranée;;
